edition,sport,event,athlete_id
2006 Winter Olympics,Biathlon,"10 kilometres Pursuit, Women",100035
2006 Winter Olympics,Biathlon,"12.5 kilometres Mass Start, Women",100995
2006 Winter Olympics,Biathlon,"4 × 6 kilometres Relay, Women",101164
1924 Winter Olympics,Military Ski Patrol,"Military Ski Patrol, Men",83745
1998 Winter Olympics,Snowboarding,"Giant Slalom, Men",99650
1998 Winter Olympics,Snowboarding,"Halfpipe, Men",99681
1998 Winter Olympics,Snowboarding,"Giant Slalom, Women",99742
1998 Winter Olympics,Snowboarding,"Halfpipe, Women",99716
2002 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Men",101465
2002 Winter Olympics,Snowboarding,"Halfpipe, Men",99683
2002 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Women",99761
2002 Winter Olympics,Snowboarding,"Halfpipe, Women",101100
2006 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Men",101465
2006 Winter Olympics,Snowboarding,"Halfpipe, Men",109860
2006 Winter Olympics,Snowboarding,"Cross, Men",110450
2006 Winter Olympics,Snowboarding,"Parallel Giant Slalom, Women",101486
2006 Winter Olympics,Snowboarding,"Halfpipe, Women",109966
2006 Winter Olympics,Snowboarding,"Cross, Women",110949
1992 Winter Olympics,Freestyle Skiing,"Moguls, Men",86246
1992 Winter Olympics,Freestyle Skiing,"Moguls, Women",83021
1994 Winter Olympics,Freestyle Skiing,"Aerials, Men",97377
1994 Winter Olympics,Freestyle Skiing,"Moguls, Men",84335
1994 Winter Olympics,Freestyle Skiing,"Aerials, Women",82842
1994 Winter Olympics,Freestyle Skiing,"Moguls, Women",81261
1998 Winter Olympics,Freestyle Skiing,"Aerials, Men",84047
1998 Winter Olympics,Freestyle Skiing,"Moguls, Men",99771
1998 Winter Olympics,Freestyle Skiing,"Aerials, Women",82470
1998 Winter Olympics,Freestyle Skiing,"Moguls, Women",82275
2002 Winter Olympics,Freestyle Skiing,"Aerials, Men",99798
2002 Winter Olympics,Freestyle Skiing,"Moguls, Men",88817
2002 Winter Olympics,Freestyle Skiing,"Aerials, Women",101576
2002 Winter Olympics,Freestyle Skiing,"Moguls, Women",82892
2006 Winter Olympics,Freestyle Skiing,"Aerials, Men",101601
2006 Winter Olympics,Freestyle Skiing,"Moguls, Men",110337
2006 Winter Olympics,Freestyle Skiing,"Aerials, Women",99822
2006 Winter Olympics,Freestyle Skiing,"Moguls, Women",101984
1924 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",86509
1924 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",86509
1928 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",86270
1928 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",86546
1932 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",98503
1932 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98104
1936 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",89438
1936 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98949
1936 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",92000
1948 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",91969
1948 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",87794
1948 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",85547
1952 Winter Olympics,Cross Country Skiing,"18 kilometres, Men",84355
1952 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",86390
1952 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",86504
1952 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",83039
1956 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",84355
1956 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",86390
1956 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",87535
1956 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",88115
1956 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",80591
1956 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",81295
1960 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",84425
1960 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",87535
1960 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",87281
1960 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",95693
1960 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81213
1960 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",81412
1964 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",95693
1964 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",95693
1964 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",87535
1964 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",97051
1964 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",80720
1964 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",80720
1964 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",81807
1968 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",86266
1968 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",95884
1968 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",85476
1968 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",98447
1968 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81216
1968 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81216
1968 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",80563
1972 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",91953
1972 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",98594
1972 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98447
1972 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",97602
1972 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81587
1972 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81587
1972 Winter Olympics,Cross Country Skiing,"3 × 5 kilometres Relay, Women",82402
1976 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",83924
1976 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",97200
1976 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",85784
1976 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",95428
1976 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81510
1976 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",82399
1976 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",96195
1980 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",98835
1980 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",99245
1980 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",99245
1980 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",83924
1980 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",82399
1980 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",82082
1980 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",82227
1984 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",98002
1984 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",99245
1984 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98835
1984 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",88098
1984 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81339
1984 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81339
1984 Winter Olympics,Cross Country Skiing,"20 kilometres, Women",81339
1984 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81385
1988 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",85186
1988 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",96606
1988 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",98002
1988 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",98002
1988 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81783
1988 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",82933
1988 Winter Olympics,Cross Country Skiing,"20 kilometres, Women",82869
1988 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81906
1992 Winter Olympics,Cross Country Skiing,"10 kilometres, Men",98479
1992 Winter Olympics,Cross Country Skiing,"10/15 kilometres Pursuit, Men",85378
1992 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",98479
1992 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",85378
1992 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",85378
1992 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81715
1992 Winter Olympics,Cross Country Skiing,"5/10 kilometres Pursuit, Women",83087
1992 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",83087
1992 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",80627
1992 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",82399
1994 Winter Olympics,Cross Country Skiing,"10 kilometres, Men",85378
1994 Winter Olympics,Cross Country Skiing,"10/15 kilometres Pursuit, Men",85378
1994 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",83560
1994 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",97646
1994 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",83518
1994 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",83087
1994 Winter Olympics,Cross Country Skiing,"5/10 kilometres Pursuit, Women",83087
1994 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",80945
1994 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",80945
1994 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81634
1998 Winter Olympics,Cross Country Skiing,"10 kilometres, Men",85378
1998 Winter Olympics,Cross Country Skiing,"10/15 kilometres Pursuit, Men",83560
1998 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",95680
1998 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",85378
1998 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",87536
1998 Winter Olympics,Cross Country Skiing,"5 kilometres, Women",81634
1998 Winter Olympics,Cross Country Skiing,"5/10 kilometres Pursuit, Women",81634
1998 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",80915
1998 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",100033
1998 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",81634
2002 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",98596
2002 Winter Olympics,Cross Country Skiing,"10/10 kilometres Pursuit, Men",101316
2002 Winter Olympics,Cross Country Skiing,"30 kilometres, Men",100066
2002 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",101321
2002 Winter Olympics,Cross Country Skiing,"Sprint, Men",100097
2002 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",101316
2002 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",81768
2002 Winter Olympics,Cross Country Skiing,"5/5 kilometres Pursuit, Women",100029
2002 Winter Olympics,Cross Country Skiing,"15 kilometres, Women",80627
2002 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",82035
2002 Winter Olympics,Cross Country Skiing,"Sprint, Women",100033
2002 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",100986
2006 Winter Olympics,Cross Country Skiing,"15 kilometres, Men",98596
2006 Winter Olympics,Cross Country Skiing,"30 kilometres Skiathlon, Men",109818
2006 Winter Olympics,Cross Country Skiing,"50 kilometres, Men",100112
2006 Winter Olympics,Cross Country Skiing,"Sprint, Men",101644
2006 Winter Olympics,Cross Country Skiing,"4 × 10 kilometres Relay, Men",98515
2006 Winter Olympics,Cross Country Skiing,"Team Sprint, Men",101644
2006 Winter Olympics,Cross Country Skiing,"10 kilometres, Women",82400
2006 Winter Olympics,Cross Country Skiing,"15 kilometres Skiathlon, Women",82400
2006 Winter Olympics,Cross Country Skiing,"30 kilometres, Women",81928
2006 Winter Olympics,Cross Country Skiing,"Sprint, Women",109811
2006 Winter Olympics,Cross Country Skiing,"4 × 5 kilometres Relay, Women",100033
2006 Winter Olympics,Cross Country Skiing,"Team Sprint, Women",100997
1924 Winter Olympics,Nordic Combined,"Individual, Men",86509
1928 Winter Olympics,Nordic Combined,"Individual, Men",86270
1932 Winter Olympics,Nordic Combined,"Individual, Men",86270
1936 Winter Olympics,Nordic Combined,"Individual, Men",86368
1948 Winter Olympics,Nordic Combined,"Individual, Men",86504
1952 Winter Olympics,Nordic Combined,"Individual, Men",97636
1956 Winter Olympics,Nordic Combined,"Individual, Men",97823
1960 Winter Olympics,Nordic Combined,"Individual, Men",98235
1964 Winter Olympics,Nordic Combined,"Individual, Men",88070
1968 Winter Olympics,Nordic Combined,"Individual, Men",87863
1972 Winter Olympics,Nordic Combined,"Individual, Men",98862
1976 Winter Olympics,Nordic Combined,"Individual, Men",98862
1980 Winter Olympics,Nordic Combined,"Individual, Men",98862
1984 Winter Olympics,Nordic Combined,"Individual, Men",97143
1988 Winter Olympics,Nordic Combined,"Individual, Men",87873
1988 Winter Olympics,Nordic Combined,"Team, Men",97348
1992 Winter Olympics,Nordic Combined,"Individual, Men",86334
1992 Winter Olympics,Nordic Combined,"Team, Men",95434
1994 Winter Olympics,Nordic Combined,"Individual, Men",91950
1994 Winter Olympics,Nordic Combined,"Team, Men",88502
1998 Winter Olympics,Nordic Combined,"Individual, Men",98643
1998 Winter Olympics,Nordic Combined,"Team, Men",98643
2002 Winter Olympics,Nordic Combined,"Individual, Men",99970
2002 Winter Olympics,Nordic Combined,"Sprint, Men",99970
2002 Winter Olympics,Nordic Combined,"Team, Men",99970
2006 Winter Olympics,Nordic Combined,"Individual, Men",101095
2006 Winter Olympics,Nordic Combined,"Sprint, Men",86160
2006 Winter Olympics,Nordic Combined,"Team, Men",86160
1924 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",98216
1928 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",83591
1932 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",97018
1936 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",97018
1948 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",87225
1952 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",84045
1956 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",87274
1960 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",96757
1964 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",87767
1964 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",85506
1968 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",96722
1968 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",83981
1972 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",87818
1972 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",85794
1976 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",83720
1976 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",97291
1980 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",87347
1980 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",98461
1984 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",98886
1984 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",95937
1988 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",95937
1988 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",95937
1988 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",95937
1992 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",98632
1992 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",95835
1992 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",95835
1994 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",84344
1994 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",98886
1994 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",98886
1998 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",97675
1998 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",99850
1998 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",99851
2002 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",99870
2002 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",99870
2002 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",101427
2006 Winter Olympics,Ski Jumping,"Normal Hill, Individual, Men",101143
2006 Winter Olympics,Ski Jumping,"Large Hill, Individual, Men",109740
2006 Winter Olympics,Ski Jumping,"Large Hill, Team, Men",101138
1924 Winter Olympics,Curling,"Curling, Men",1005094
1998 Winter Olympics,Curling,"Curling, Men",100337
1998 Winter Olympics,Curling,"Curling, Women",100272
2002 Winter Olympics,Curling,"Curling, Men",102068
2002 Winter Olympics,Curling,"Curling, Women",102013
2006 Winter Olympics,Curling,"Curling, Men",110169
2006 Winter Olympics,Curling,"Curling, Women",110187
1896 Summer Olympics,Swimming,"100 metres Freestyle, Men",48186
1896 Summer Olympics,Swimming,"500 metres Freestyle, Men",45387
1896 Summer Olympics,Swimming,"1,200 metres Freestyle, Men",48186
1896 Summer Olympics,Swimming,"100 metres Freestyle For Sailors, Men",47990
1900 Summer Olympics,Swimming,"200 metres Freestyle, Men",45233
1900 Summer Olympics,Swimming,"1,000 metres Freestyle, Men",47306
1900 Summer Olympics,Swimming,"4,000 metres Freestyle, Men",47306
1900 Summer Olympics,Swimming,"200 metres Backstroke, Men",47840
1900 Summer Olympics,Swimming,"Underwater Swimming, Men",53835
1900 Summer Olympics,Swimming,"200 metres Obstacle Course, Men",45233
1900 Summer Olympics,Swimming,"200 metres Team Swimming, Men",47824
1904 Summer Olympics,Swimming,"50 yards Freestyle, Men",48187
1904 Summer Olympics,Swimming,"100 yards Freestyle, Men",48187
1904 Summer Olympics,Swimming,"220 yards Freestyle, Men",51308
1904 Summer Olympics,Swimming,"440 yards Freestyle, Men",51308
1904 Summer Olympics,Swimming,"880 yards Freestyle, Men",47897
1904 Summer Olympics,Swimming,"1 mile Freestyle, Men",47897
1904 Summer Olympics,Swimming,"100 yards Backstroke, Men",47788
1904 Summer Olympics,Swimming,"440 yards Breaststroke, Men",47954
1904 Summer Olympics,Swimming,"Plunge For Distance, Men",51317
1904 Summer Olympics,Swimming,"4 × 50 yards Freestyle Relay, Men",51366
1908 Summer Olympics,Swimming,"100 metres Freestyle, Men",51308
1908 Summer Olympics,Swimming,"400 metres Freestyle, Men",47414
1908 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",47414
1908 Summer Olympics,Swimming,"100 metres Backstroke, Men",47783
1908 Summer Olympics,Swimming,"200 metres Breaststroke, Men",47296
1908 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",47246
1912 Summer Olympics,Swimming,"100 metres Freestyle, Men",51429
1912 Summer Olympics,Swimming,"400 metres Freestyle, Men",45966
1912 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45966
1912 Summer Olympics,Swimming,"100 metres Backstroke, Men",51394
1912 Summer Olympics,Swimming,"200 metres Breaststroke, Men",47775
1912 Summer Olympics,Swimming,"400 metres Breaststroke, Men",47775
1912 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",45212
1912 Summer Olympics,Swimming,"100 metres Freestyle, Women",45034
1912 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",47152
